,star,好,乐,哀,怒,惧,恶,惊,contents
13386,0,2,0,0,0,0,0,0,今年最好的综艺再见了再见爱人
7309,0,2,0,0,0,0,1,0,教科书般婚姻中表达情绪真实的活都好重要
7408,2,2,0,0,0,0,0,0,这综艺看得我太上头了太喜欢郭柯宇这样的女性了同时也很喜欢贺叔这样的直男死直男和文艺女为啥不能在一起嘛
1127,0,2,0,0,0,0,0,0,题材很不错但还是更喜欢婚姻场景
5082,0,2,0,0,0,0,0,0,女性团队的综艺作品真的很细腻真挚
11985,0,3,0,0,0,0,1,0,没看过正片不过刷一些短片就觉得挺有意思但是婚姻这一趴我还不了解节目上他们是好是坏也只是看到而已生活中他们的生活和综艺能不能一样都不一定是好是坏不去期待还是得看他们自己的发展祝福吧
934,0,3,0,0,0,0,0,0,一晚上没练琴没运动就傻坐着把再见爱人结局之前的倒数几集看完了这节目鼓励大家结婚因为这只是一种人生体验嚯立意真高我的感受是看人家都在人生大纠结的婚姻之中而我连恋爱都还没毕业啊不准确的说门都还没摸到这还有机会体验吗体验个球啊大概已经是完了
1077,0,2,0,0,0,0,1,0,我们是风雪夜中的赶路人想要拥抱去融化彼此肩头的雪花却调整不好拥抱的姿势
10900,0,2,0,0,0,0,0,0,不错很真实能学到点东西
13259,0,2,0,0,0,0,0,0,虽然还没有进入婚姻但这个综艺整体挺真实能看到两个人相处之间最真实的真情流露难得真的全情投入追的一个综艺基本没有快进
11366,0,2,0,0,0,0,0,0,再见容易再见很难爱与分别并不相背很用心的节目学到了很多亲密关系的相处之道在爱里前行成为更好更丰富的自己
11005,0,2,0,0,0,0,1,0,恋爱婚姻类综艺看多了慢慢会没意思朋友推荐说真的很好看可以在别人的生活里看到自己的影子好吧的确如此已经更到集了只是慢慢看到两集有一段话挺触动到我的你爱别的人的方式往往是你曾经感受到爱的方式
5634,0,2,0,0,0,0,0,0,蛮感人的该离得都离了再见了爱人
10902,0,2,0,0,0,0,0,0,不错风景巨美比一些旅游综艺的风景都没拍的也挺真实
1091,1,2,0,0,0,0,0,0,很少来给综艺打卡主要是这一季真的是今年看过的最佳节目更是最发自内心佩服的导演组
5580,1,2,0,0,0,0,0,0,内容过于真实婚前真的很有必要多看看这种类型的节目婚前我们就需要对婚后生活有个完整的认知
5579,0,2,0,0,0,0,0,0,让一个岁的人有了新的生活体验谈不上爱情但是确实有不一样的观感了
5577,0,2,0,0,0,0,0,0,追车终于主动了一次郭柯下车拥抱章贺哭惨了我
10832,2,2,0,0,0,0,2,0,加长版的婚姻故事电影的编剧和导演们总是无限还原生活的鸡零狗碎和鸡飞狗跳也许这就是真人秀的魅力吧最接近真实的视角和不需要提前设计的冲突当然了结局在开场之前就写好了比国内某些电影电视剧拍的好太多了
11507,0,2,0,0,0,0,0,0,直面真实的婚姻关系优秀的新疆自然地理纪录片
5665,1,2,0,0,0,0,0,0,本来在社交上匹配了几个心动男嘉宾看了这个不要靠近男人会变得不信
5667,0,2,0,0,0,0,0,0,未来的日子一定要过成你喜欢的样子直到对的人来
5575,0,2,0,0,0,0,1,0,很真实很赤裸细腻与压抑对抗爱在漩涡里起起伏伏偶尔冒头
5584,0,2,0,0,0,0,0,0,非常喜欢很有意思每个人都很有特色果然每对分开都是有原因的分开了就没啥复合的必要了
5668,0,2,0,0,0,0,0,0,勇敢一些郭柯宇温柔佟晨洁清醒理智朱雅琼浪漫
13222,0,2,0,0,0,0,1,0,对于爱的功课我现在必须做的是相信我的生活会好的我无须独身一人我无须为一切抗争我无须对抗一切我无须逃跑我可以留下
660,1,2,0,0,0,0,0,1,马桶台做节目原来也可以真实好看喜欢郭柯宇
5564,0,2,0,0,0,0,0,0,这两年看综艺大体上是为了图解闷儿或者跟朋友学生聊天有话题或者是为了写论文而这个我是来上课的写了三页笔记了
5339,0,2,0,0,0,0,0,0,郭姐一人之力拉高了整个节目的细腻丰富程度
11534,1,2,0,0,0,0,0,0,好喜欢郭老师这样有气质的女人
10874,0,2,0,0,0,0,0,0,感谢每位嘉宾能这样程度的贡献自己的感情生活认识到了亲密关系的重要性婚姻到底要以什么为目的每一期都有感动
10831,0,2,0,0,0,0,0,0,国内少有的真诚用心之作主题曲也是神作
11498,0,2,0,0,0,0,0,0,对如何与另一半相处有了新想法对婚姻有正向影响值得推荐
7615,1,2,0,0,0,0,0,0,郭柯和章贺用十八天旅程证明这两个不肯承认相爱过的两个人曾好好相爱过
13223,0,2,0,0,0,0,0,0,学习如何爱人看清婚姻中的自己
10857,0,2,0,0,0,0,0,0,我的泪都给了这个综艺学习爱与被爱学习与自己的自尊心共处是一件太难的事
7691,0,2,0,0,0,0,1,0,挺棒的综艺看了上头后劲挺大加上情绪周期的到来还是挺影响了一下子郭柯宇我很早就喜欢她了生死之恋是我心动电视剧之一另外几部是似水年华橘子红了和金粉世家
7446,0,2,0,0,0,0,0,0,真的很希望郭柯和章贺可以重新恋爱另外两对现在还不分等着过年吗
7379,2,2,0,0,0,0,0,1,深深地让人感受到真人秀好编剧的力量原来真人秀里可以把泪点冲突伏笔价值输出都安排得那么顺芒果台真是玩明白了当然节目聚焦的原生关系本生就富有能量他们能那么快拿过来做依然很有魄力的
10829,1,2,0,0,0,0,0,0,听说要做第二季但应该很难超越了吧第二季如何真实就是一个大难题
11547,2,2,0,0,0,0,3,0,有很多感触很深的点人是很复杂的欣赏的优点和痛恨的缺点都可能同时存在在一个人身上
11738,0,2,0,0,0,0,0,0,画风啦人物特写啦背景音乐啦一部分剧本啦情节啦都很不错的还有不经意间出现的文案是很好的国产新时尚综艺很好看期待第二季
7695,1,2,0,0,0,0,0,0,婚姻是门学问感情不可琢磨
576,0,2,0,0,0,0,1,0,湖南卫视的真人秀节目总在进步真的部分越来越多剪辑地方式越来越像纪录片佩服主创团队的策划和执行能力
7448,0,2,0,0,0,0,0,0,没有完美的爱人
11612,3,2,0,0,0,0,0,0,胡彦斌说出了我的心声哈哈哈虽然我母单年但是对婚姻这个事情我还是很憧憬的希望能早日遇到合适的另一半虽然还没结但也提前来看节目上课咯
10819,0,2,0,0,0,0,0,0,戏剧冲突爆点人性当一切认定为真实的状态在屏幕上显映不失为一种好综艺的表现形式
7644,0,2,0,0,0,0,0,0,评分居然这么高主持人们不错磕果然是全员喜欢
11608,2,2,0,0,0,0,1,0,讲真国产剧编剧能有这水平的话不用愁了我不是很在意究竟有无剧本因为有些动人的瞬间是演不出来的这也就是真情流露才会有的珍贵献给那些凭着一腔孤勇在爱里翻腾挣扎的人们
5360,1,2,0,0,0,0,0,0,真实就是最好的剧本
10860,0,2,0,0,0,0,0,0,良心综艺节目组特别用心三对嘉宾各有性格各有可悲之处真情流露的地方很多很多让观众也容易走进去最后一集章和郭的那个拥抱太美了以至于我不愿再看番外想把记忆停留在那个超级美的夕阳里
5365,0,2,0,0,0,0,1,0,错位的永远贬低对方的面子大过天的都太真实地贯彻在曾经的每一日每一夜好在都过去了
7595,0,2,0,0,0,0,0,0,被打动了在综艺里居然还能看到脱离剧本的真实
10760,0,2,0,0,0,0,2,0,居然没有标记一直追着看完的深刻感觉人性得复杂不管是情绪理智还是感情交织在一起才是生活
10822,0,2,0,0,0,0,1,0,陪我度过艰难岁月的郭姐姐呀是极大展现了女性的丰富的综艺
7599,0,2,0,0,0,0,4,0,人太过自恋的时候总能向外的处处看到自己的影子这是综艺又像镜子这是爱人更是所有亲密关系里的爱人们相爱时我们忽视缺点忽视一切只有爱但那又不全是爱视角选的很好一幕幕像是过去的自我挣扎的自我总之很好了
13389,0,2,0,0,0,0,0,0,一款很走心的综艺节目我和我家里人都喜欢看推荐
5133,0,2,0,0,0,0,1,0,跳着看完了最后一集一头一尾两集都做的棒极了恰当的仪式感却又不显浮夸
13211,0,2,0,0,0,0,0,0,祝郭老师和章老师都能过成自己喜欢的样子拥抱自己爱的人
7604,0,2,0,0,0,0,1,1,就冲胡彦斌能上这个节目对他路转粉了不同频意思是彼此不清楚对方的底线章贺这种年代脑袋不好的帅哥写字都这么喜欢用感叹号吗真的很真实只有这个综艺里面的人说自己三点睡我才信原来的歌词都好美忘忧草
5697,0,2,0,0,0,0,0,0,真的不错对于每一对来说已经是最好的结局了我也收获了很多不曾有过的想法
10913,0,2,0,0,0,0,0,0,哭了太多次了喜欢里面大家的真实借着每个人每个表情可以体验到自己有好多的感动
10848,0,2,0,0,0,0,0,0,虽是借鉴韩综的模式但是整体设计很用心观察嘉宾除个别外都很有特色
5030,2,2,0,0,0,0,1,0,虽然看着很生气但还是蛮真实的王秋雨爹味男巨婴干脆这两个人在一起吧
11733,0,2,0,0,0,0,0,0,国内近几年最好的爱情综艺地点几组对象选的真是太好了
10861,0,2,0,0,0,0,0,0,对长远的爱情有了更直观的了解
5028,1,2,0,0,0,0,0,0,跳出想要共情的性格其实导演组是有从男性和女性的视角来呈现亲密关系有一点社会学意义算是国内综艺最高维度
7327,0,2,0,0,0,0,1,0,人真的都不是完美的吧婚姻需要太多的智慧而我们都是凡人
7231,0,2,0,0,0,0,0,0,最重要的还是诚实地面对自己
7230,0,2,0,0,0,0,0,0,选题还算新颖景色十分壮阔剪辑并不
5429,1,2,0,0,0,0,0,0,我真的太爱郭柯宇了导演口中的柯柯果然女性导演更懂女性柯柯天冷了多穿一件衣服晚上盖好被子未来拥有爱健康与自由多用心的综艺
7620,1,2,0,0,0,0,0,0,从头追到尾喜欢老王和雅琼那一对最真实
10844,0,2,0,0,0,0,0,0,慢慢的学着理解爱情
7727,0,2,0,0,0,0,0,0,愿你我能遇见可以珍惜一生的爱情
11761,0,2,0,0,0,0,0,0,不考虑剧本因素婚姻观价值观还是值得借鉴的有的人是真的不合适别活在自己的世界里对自己说
7746,2,2,0,0,0,0,0,0,好看的比婚姻故事还要精彩和真实
1104,0,2,0,0,0,1,1,0,我想没事儿我就会回来一刷二刷三刷四刷太牛逼了了解自己了解他人了解世界看清客观事实和真相真是当局者迷哈看完四集再见爱人最大的感受就是男人真的太庞大了他们的支配意志是庞大的生殖欲望是庞大的感情中的不甘心也是庞大的一切的一切都是那么庞大而女人呢她们被压得踹不过来气忧虑恐惧无法清醒只能在惯性中靠着类似针灸的方式给自己暂时透透气转热评
11555,1,2,0,0,0,0,0,0,真实从中也学习到很多与伴侣相处时的方式吧
4982,0,2,0,0,0,0,0,0,哎这节目好越看越好多了解了解婚姻啊想清楚吧看完确实那句话结局不重要了
7747,0,2,0,0,0,0,2,1,很棒的综艺看完的感受就是原来每个人的婚姻都一样又都不一样越长大越觉得自己不是特别的芸芸众生中的一个我自己最像的人是佟但是我老公是和王的合体不过看过最后一集才发现最宝藏的人是郭没想到主题曲是郭写的真是个宝藏女孩
5443,2,2,0,0,0,1,0,0,分手是死亡教育我们从中学会如何面对不可挽回的溃散与消逝
10700,0,2,0,0,0,0,0,0,满满的真情实感的啊真实而感人
7331,0,2,0,0,0,0,1,0,就是怎么说感觉因为真实所以能看到很多人很不好的面这里面除了佟晨洁每个人看到后面都不太喜欢就没了盼着他们好的期待能够做这样一档综艺还是
7754,1,2,0,0,0,0,1,0,很寫實的節目每一集都會有看得自己觸動之處甚麼是愛怎樣去愛才更有智慧看的同時這些問題也不斷浮現三對裏看到的相處模式和面對的矛盾都不同離婚不離婚也不是重點我們能否看穿幻相秉持愛的動機去愛人如己讓愛突破對立才是核心
11701,1,2,0,0,0,0,1,0,高于预期所以两个好人可能也不会有好的婚姻今日金句不要高估自己对没有爱情的婚姻的容忍能力
7323,0,2,0,0,0,0,0,0,很少有看过的真实能够产生反思的综艺也很喜欢沈老师
5526,0,2,0,0,0,1,0,0,太好看了一直跟着看特别触动我最后面追着车跑佟晨洁下车磕到头问疼不疼这也是佟晨洁喜欢的原因吧郭柯宇最后下车章贺小心翼翼地走过去两个人相拥在一起感觉曾经的一切都值得了章贺给郭柯宇穿外套郭柯宇搂脖子亲亲抱抱举高高真的是绝了
642,0,2,0,0,0,0,3,0,真人秀的本质永远是秀而不是真人你当然能从秀里观察别人反思自身收获一些真实和哲理了但是千万别把秀里的真人对号入座当成现实生活中的真人后者往往更复杂更模糊没有节目里的那么典型而清晰易于观众识别因为摄影机一开动他们就知道自己的角色需要开始表演了
11560,0,2,0,0,0,0,1,0,真情实感得基本追完了五星给真实给爱情给复杂的人性
11562,0,2,0,0,0,0,0,0,推荐所有人看无论单身或者已婚真的很值得每个人思考
639,0,2,0,0,0,0,0,0,婚姻太现实爱情又太美好
5055,1,2,0,0,0,0,0,0,有爱人没爱人的每个人都应该看看
7373,0,2,0,0,0,0,0,0,高质量综艺拍的新疆真是太美了好多镜头都像极了电影太用心了后期的剪辑也刚好很符合整个综艺风格选的音乐也刚好合适当旅行片看感觉也可了
7677,0,2,0,0,0,0,0,0,真实生活远比电视剧来的更打动人
1125,0,2,0,0,0,0,0,0,把目光对准不那么美好的爱情我觉得芒果做这么个节目可以拿出来吹很久了
11576,0,2,0,0,0,0,0,0,芒果台认真制作的节目挺有质感文案都很高级
10738,0,2,0,0,0,0,0,0,为了别人的爱情流泪大概是今年看过最好的综艺终于期待演播室的嘉宾了
7647,0,2,0,0,0,0,1,0,太好了真的是剧本都拍不出来的真情实感看得非常有感触爱情真的是很复杂的一样东西观察类节目目前的天花板真的很值得看
9694,0,3,0,0,0,0,0,0,想安利给周围所有的朋友看已婚的未婚的婚姻或许没有想象的那么美好但一定有比想象中还残酷的一面
5331,0,2,0,0,0,0,1,0,三星半曾经拥有已经很美好了天长地久真的会很难很难中间几期有点没太大意义一边哭惨又一边总在猜疑有没有剧本
1912,0,3,0,0,0,0,0,0,再见爱人与披荆斩棘的哥哥脱口秀大会并列为年秋季最佳综艺
13285,0,3,0,0,0,0,0,0,怎么说呢肯定是好看好评看得出导演团队的态度值得看的节目
1910,1,3,0,0,0,0,1,0,大概最稳固的婚姻是结成一个牢不可破的利益集团各有所需相互扶持自我变得微不足道
8234,0,3,0,0,0,0,2,0,挺好看的特别真实里面所有的歌都是我喜欢的风景也太美了有生之年一定要去一次新疆看到第七期真的有被老王气到把你自己的观点强加给别人自己满身缺点却依然高傲自大
1387,0,3,0,0,0,1,0,0,必须要吐槽：看这个综艺比恐怖片还恐怖看完后仍然会有治愈的感觉其实这部剧的应用不仅适用男女关系对于其他人际关系也非常有帮助
56,31,2,0,0,0,0,1,0,国内性别研究的一道奇观：在公众视野中最活跃的性别研究学者是热衷于提供两性关系指南分享婚姻经营之道评论都美竹一般人好好生活没有贪念没有胆大妄为这种事就不会发生在你身上的沈奕斐
8724,0,2,0,0,0,0,0,0,节目团队很用心嘉宾选择很到位饱含深情十分难得
8725,0,2,0,0,0,0,1,0,感谢可爱的人领我入坑邀我出门听我唠叨给我赠书重拾人间烟火的感觉很好
8726,0,2,0,0,0,0,0,0,蛮真实的记录一片恋综中的清流让关系中的很多问题浮出水面
9711,0,3,0,0,0,0,0,0,前面很精彩很真实后面开始感觉有点剧本的套路整理还是很用心的一部综艺不知道是不是原创综艺值得一看
9956,0,2,0,0,0,0,0,0,形式太新颖了但也真的扎心希望结局是真的
12289,0,2,0,0,0,0,0,0,相爱容易相处很难所以要珍惜眼前人
8734,2,2,0,0,0,0,0,0,多一星给题材断断续续终于看完了最喜欢郭柯宇也感动于最后他们终于敞开怀抱面对彼此如果有下一季希望请几对纯素人别把生活抽离太多
12284,0,2,0,0,0,0,0,0,今年看的唯一一部内地综艺整体感觉还不错很喜欢三个女生每个人都很有个性
8710,0,2,0,0,0,0,0,0,俩人当作学习资料看完了获益匪浅到最后已经超出对亲密关系的认识了当综艺看也能看出是很良心且用心的制作
10329,0,2,0,0,0,0,1,0,虽然依旧恐婚但是真的很好看聚光灯下难得的真实赤裸裸的真实
9658,0,2,0,0,0,0,0,0,亲密关系这个课题真的好庞大又好细微真难呀有爱情又能怎样有爱情就能好好告别么
12766,0,2,0,0,0,0,0,0,很真实的综艺了每一对都肯将自己的爱与生活的一地鸡毛展现出来爱与不爱都要大声说出来呀
1887,1,2,0,0,0,0,0,0,单身狗感触不多只是即使是爱人也是讲究情商在线的正常人际交往的
8701,0,2,0,0,0,0,0,0,满满的真挚跟着三对夫妇又哭又笑身为恐婚族真的有被治愈到祝福他们
307,15,2,0,0,0,0,0,0,最后郭姐的拥抱把我哭到不能呼吸好棒的节目尝试期待第二季但也希望下一季不要忘记初心
1561,0,2,0,0,0,1,0,0,看了点文章没看综艺已经觉得婚姻真可怕高质量亲密关系很少见如果没有单身真的也挺美好的
3593,2,2,0,0,0,0,1,0,可能是我还没有谈过恋爱的缘故有些事情我的想法会变得很钻牛角尖但事实上世间完美的人没有有的是经过磨合变合适的关系人是多面的
12430,0,2,0,0,0,0,2,0,亲密关系是真的人生难以攻克的课题没有明确的答案或样本告诉你什么就是好的都是要自己经历了才知慢慢地到了郭老师和章分开的理由撇开外在因素两个不同语言表达逻辑的人在一起不是累是心累
9648,0,3,0,0,0,0,0,0,感觉很真实不知道有没有剧本芒果台拍风景真的绝了太美了最喜欢章和郭那一对两个人都是很好的人希望他们能破镜重圆
9959,0,2,0,0,0,0,0,0,真实动人像一面镜子照出了自己
12389,0,2,0,0,0,0,0,0,好久没看芒果的综艺节目可能已婚的原因对很多主题不感兴趣也因为已婚所以看这个节目也想透过别人感情问题审视自己的婚姻感谢遇见节目组的文案真的是拍案叫绝经常感动得稀里哗啦
2510,0,2,0,0,0,0,0,0,期待第二季受益良多真诚是最好的
2511,0,2,0,0,0,0,0,0,挺喜欢的潺潺的
12277,0,2,0,0,0,0,0,0,真情永远是最打动人的
8385,1,3,0,0,0,0,0,0,如果这部综艺可以止于夕阳下那个拥抱婚姻仍可以作为灰姑娘的憧憬只是当余晖落下现实终究冰冷
9966,0,2,0,0,0,0,0,0,看到最后改星为节目里每个人的看见看见自己看见对方的勇气拍手叫好再见之后还能相互守望感动的我鸡皮疙瘩落满地
6090,0,3,0,0,0,1,0,0,三队夫妻观感就是爱乐之城魂断蓝桥和匆匆那年优秀的爱情电影作品和狗血的爱情偶像剧
11076,0,3,0,0,0,0,0,0,让年轻人看清婚姻的另一面吧爱很重要可是爱又不那么重要人生很短珍惜当下吧
1631,0,2,0,0,0,0,0,0,看哭了很多很多次的综艺这么真实的把人性放在大家面前本身就很需要很大的勇气了
1625,0,2,0,0,0,0,0,0,最后一集和第一集一样哭到脑袋痛这部综艺可以完完全全让我们忘记油盐柴米好好审视爱情和婚姻有豆友说最大的受益者不一定是那几对夫妻而是观众我是认同的所以我把第二季报名的二维码拍下来了
12716,0,2,0,0,0,0,0,0,感触挺深的希望对以后的自己能有些许帮助吧感慨
5456,0,2,0,0,0,0,0,0,年度最佳章贺郭柯宇你俩哎最后的拥抱太好了
6884,0,3,0,0,0,0,0,0,看了两集挺好的综艺很喜欢节目组在网易云提供的歌单但不值得流连
9470,0,2,0,0,0,0,3,1,文案很好其实真实中又带着不切实际现实生活中的婚姻总是带着一地的鸡零狗碎抛开鸡零狗碎之后原来我们还是可以
3254,1,2,0,0,0,0,1,0,最好的爱情电影也拍不出这种人的复杂
2324,0,2,0,0,0,0,0,0,我在这里学习爱人的本领和误区也更期待的自己
12292,1,2,0,0,0,0,0,0,三对夫妻的婚姻是很多现实夫妻生活的缩影直面问题才能更好解决问题学会好好爱人
12142,0,3,0,0,0,0,0,0,不懂爱情但相信爱情
2340,0,2,0,0,0,0,0,0,相亲相爱的真谛就是打扫掉生活的一地鸡毛
12929,0,2,0,0,0,0,0,0,四颗星给理智一颗星给真诚
6423,1,3,0,0,0,0,0,0,永远被真诚与温柔打动
9639,0,2,0,0,0,0,0,0,真情就是最打动人的
3581,0,2,0,0,0,0,0,0,真实喜欢郭柯宇
3451,0,2,0,0,0,0,0,0,突然间觉得结果好像也没那么重要过程让人铭记就够了我今天看过最好看的综艺希望郭老师的未来能永远拥有爱与自由
9624,0,2,0,0,0,0,0,0,太好哭了慢慢懂得婚姻爱情的真谛
3566,1,2,0,0,0,0,0,0,真真假假还是不评论了但是郭柯宇的歌词实在是当下少见的美值得更多人看到
6816,1,3,0,0,0,0,1,0,不甚看综艺的我一口气吹了十三集最难能可贵的是这个综艺里的人物都是真实的当感情婚姻卸下了所有防备知道了不会有更糟的结果后可能大家才知道怎么坐下来想想出了什么问题我们太容易陷入自我而生活和婚姻的缺口逼着我们去了解什么才应该是爱和所有嘉宾都经历了一次成长
30,204,3,0,0,0,0,1,0,第一期看完下来是花了精力去打造的对夫妻选得不错想离在离已离不同的个阶段我开始觉得是否需要加一对素人老夫妻用他们的视角来诉说人几十年的婚姻之道但是有点跟主题不符可能需要从开一个节目吧暂时星看看结尾王朱和柯贺各有收获但能否保持初心再来改我的楚楚啊红樱桃时那样灵性唏嘘
10302,0,2,0,0,0,0,0,0,泪点密集看完更加恐婚了真实可贵改为五星
9968,0,2,0,0,0,0,0,0,新疆真美希望以后能和家人去看能在郭老师和雅琼身上看见自己的影子再见爱人有很多感动
44,60,3,0,0,0,0,1,0,降落地球这么多年始终无法与人类共情的是曾经那么相爱的人到不爱了的时候可以冷漠疏离到不如陌生人甚至反目成仇我不理解
9965,1,2,0,0,0,0,0,0,无比下饭
2333,0,2,0,0,0,0,0,0,再见爱人的词像诗一般节目快结束的时候郭柯宇终于唱了直到对的人来真喜欢她十五年也许让我会把牛排里的煎蛋给他的人就只有那一个了
6748,0,3,0,0,0,0,0,0,太好看了爱情婚姻亲情的人生牵绊展现的玲离尽致真实感人
2214,0,3,0,0,0,0,1,0,据说后期有点剧本了就没追完但就从前面一多半来看我可太喜欢真诚的人了里面某些虚伪章就不算了啊真诚的节目好难得目测第二季就一堆想火的人冒出来演戏了
9494,0,2,0,0,0,0,2,0,人很复杂爱更复杂多表达多肯定多理解是综艺又不止是综艺
2513,0,2,0,0,0,0,1,0,看的真的很生气绝情断爱期居然有付笛生任静好久好久没见过了看完啦章贺郭柯宇就是破镜重圆啊啊啊最后被甜到了和佟晨洁最后的奔跑真的不错朱雅琼和老王分开真的是太对了以后美女独美
2311,0,3,0,0,0,0,0,0,比电视剧都好看男的就不评价了女生都好优秀学会正面积极沟通
2196,0,3,0,0,0,0,0,0,什么是爱情是在一起的勇气还是走下去的坚持
12408,0,2,0,0,0,0,0,0,我是和女儿们的恋爱一起看的她看完女儿们的恋爱再看她觉得很现实很真突然不太想谈恋爱了
1889,0,3,0,0,0,0,2,0,真喜欢这种深度剖析爱情婚姻的秀复杂又纠缠的两性关系真的很迷人
8936,0,2,0,0,0,0,0,0,挺有深度的剧喜欢郭老师怎么能说话那么温柔的
12407,0,2,0,0,0,0,0,0,很感谢这个真人秀节目真的对我的婚姻有帮助让我成长为更好的自己
2521,0,2,0,0,0,0,0,0,值得用心思考
8934,1,2,0,0,0,0,1,0,看到最后郭柯宇抱住章贺的瞬间哭成个傻子作为综艺来说整体算是很有诚意了芒果台还是有点东西的
6724,1,3,0,0,0,0,0,0,年度最佳综艺了番外的几封信简直击中人心希望每个人都能越来越好我也是
12401,1,2,0,0,0,0,0,0,爱情和婚姻是什么值得每个人用一生去找寻答案
3592,0,2,0,0,0,0,0,0,人生若只如初见何事秋风悲画扇等闲变却故人心却道故人心易变
13168,0,2,0,0,0,0,0,0,看前之后恐婚恐育看完婚姻中还是自己比较重要势均力敌最好
12813,0,3,0,0,0,0,0,0,我觉得挺好看的其实我觉得在每一对的夫妻里面都可以学到一些东西这些东西其实不仅限于夫妻朋友也是如此
10897,0,2,0,0,0,0,0,0,三位女性聚在一起唱笑红尘的画面特美好和洒脱祝以后干杯只为手中的酒
13322,0,3,0,0,0,0,0,1,看到最后一期的决定之前我以为人的性格决定了她做出决定的结果原来爱也是可以凌驾于性格之上给人力量和勇气也让我重新相信了爱情的力量
7255,1,2,0,0,0,0,0,0,好的综艺确实要讲好故事我的泪腺太发达
9655,0,3,0,0,0,0,1,0,挺不错的个人蛮喜欢相爱容易相守难我们把最不堪的一面全部给了爱人
5607,1,2,0,0,0,0,1,0,评论里好多对王秋雨的批评我觉得他还好啊他只是不太擅长表达吧他在行动上对佟挺好的啊难道浪漫的好才是真正的好
7266,0,2,0,0,0,0,0,0,一定要过成你喜欢的样子
7267,0,2,0,0,0,0,0,0,最后风车公路上所有都好美好让人想恋爱
2202,1,3,0,0,0,0,0,0,感人感觉很真实从中也领悟到了一些爱人爱自己的方式
12002,5,3,0,0,0,0,0,0,追的无比投入能共情理解三对的女方和章贺剩下两个男人说实话我不理解很适合未婚的人来看就算不为了探寻婚姻为了新疆的美景也是好的
5618,0,2,0,0,0,0,1,0,看艺术家们讨论婚姻我会被触动但是那不是共情是一种期许和我难达到的目标
7270,1,2,0,0,0,0,2,0,所谓的专家金句太粗浅没劲想剪掉沈一菲的所有镜头但除此之外嘉宾的经历选择与反应真是精彩
9713,0,3,0,0,0,0,0,0,一开始没想着看的后来发现是挺不错的综艺也很真实除了三对夫妻之间的相处方式嘉宾们的观点之外最吸引我的就是节目里的美景了我可能有点偏题了但是真的好想去走一遍这条旅游线路呀希望年可以出去走一圈青甘大环线
6689,0,3,0,0,0,0,0,0,爱若雾般闪烁在城池之外我已不再添砖加瓦无论如何感谢节目组带给我的这面对于过往亲密关系的镜子
1902,0,3,0,0,0,0,0,0,年度最佳真情实感追完节目组旅途嘉宾嘉宾彼此缺一不可相辅相成可遇而不可求
4330,0,3,0,0,0,0,0,0,很丰富很细腻很真实看弹幕和各种人的讨论分析最大感触还是三毛那句你对我的百般注解和识读并不构成万分之一的我却是一览无遗的你每个人对嘉宾和关系的解读无一例外反射地都是也只是他自己还有一个很有意思的点是这个综艺对我妈毫无吸引力可能主要受众还是对婚姻有很多太多想象却无实感的未婚人士吧
7261,0,2,0,0,0,0,0,0,希望自己以后有机会有勇气爱别人
13369,0,2,0,0,0,0,2,2,围城理论似乎不太对有人不想出来也有人不想进去经营婚姻会不会很累啊但幸福美满真好呀人好复杂好奇怪也好有趣哦而且正是因为复杂奇怪才这么有趣吧
2522,0,2,0,0,0,0,2,0,刚看完第一期看的时候很气老王但是豆瓣上八了下他编剧经历的影视剧以及原生家庭对人性格的塑造他的性格和他生活的工具造就了他这样只能说两口子是错的缘分经历了到时间了就应该结束了双方都给不了对方想要的无法理解对方强扭也没用另外两对看了一个帖子分析感觉也是到时间的缘分了顺应命运安排吧
2527,0,2,0,0,0,0,0,0,所有人都太真诚了这足已打动我
1639,0,2,0,0,0,0,0,0,终于有个综艺脱离美丽幻想扒开一些关于爱情和婚姻的人间真相
12396,0,2,0,0,0,0,0,0,五星打给制作组真实温暖有力量
12394,0,2,0,0,0,0,0,0,爱如雾般闪烁在城池之内外现已收入和饱一起看的优秀作品集锦
10234,0,2,0,0,0,0,0,0,越到最后越喜欢郭柯和佟晨洁其实敢爱敢恨
1635,0,2,0,0,0,0,0,0,为什么分离比相爱更加动人
6202,1,3,0,0,0,0,3,0,大部分人的婚姻都是鸡零狗碎一地鸡毛在别人的失败里思考自我愿我始终保有爱的勇气做好情绪管理做一个温柔且坚定的人
9507,0,2,0,0,0,0,0,0,人的局限性真的好大想要有包容性真的好难爱情到底是什么样的呢我自己一直觉得爱情有很多种但是我不曾遇见任何
12397,10,2,0,0,0,0,1,0,去听最后郭柯宇写的那首片尾曲再见爱人你就知道章贺啥也不是他去读个文学学位都没办法去理解郭柯宇的语言你让我带回爱的颜色我问你颜色的方向
1435,6,3,0,0,0,0,0,0,看了这个以后感觉女儿的恋爱真是又作又假真实和坦诚最重要
2540,1,2,0,0,0,1,1,0,很难得的综艺创作者很用心选角很厉害拍出了人的复杂并尊重她们
9644,0,3,0,0,0,0,0,0,再见爱人打板期待下一次能够在镜头前看到郭柯宇很喜欢很喜欢她
2541,1,2,0,0,0,0,0,0,看完再见爱人就感觉刚刚谈完了一场轰轰烈烈的虐恋节目结束了就回到各自清醒的人生向前继续奔波
3258,0,2,0,0,0,0,0,0,特别喜欢专家点评
